Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Lawson Robertson,M,22,183,68,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Lawson Robertson,M,24,183,68,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
"Reynaud Syverne ""Rey"" Robinson",M,20,183,66,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
"Thomas Augustus ""Tom"" Robinson",M,18,180,82,Bahamas,BAH,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
"Thomas Augustus ""Tom"" Robinson",M,22,180,82,Bahamas,BAH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
"Thomas Augustus ""Tom"" Robinson",M,26,180,82,Bahamas,BAH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
"Thomas Augustus ""Tom"" Robinson",M,30,180,82,Bahamas,BAH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
"Patrick Joseph ""Paddy"" Roche",M,0,0,0,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Antnio Alexandre Sarsfield Rodrigues,M,26,170,0,Portugal,POR,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
ngel David Rodrguez Garca,M,28,178,66,Spain,ESP,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
ngel David Rodrguez Garca,M,32,178,66,Spain,ESP,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Guillermo A. Rodrguez Silva,M,0,0,0,Mexico,MEX,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Arturo Bruno Rojas da Silva,M,19,183,67,Bolivia,BOL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Jamial St. John Rolle,M,36,174,70,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Georges-Joseph Jean Baptiste Rolot,M,22,0,0,France,FRA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Rafael Romero Sandrea,M,18,178,72,Venezuela,VEN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Rafael Romero Sandrea,M,22,178,72,Venezuela,VEN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
Gunnar Vilhelm Rnstrm,M,22,0,0,Sweden,SWE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Denis Rose,M,24,177,68,Seychelles,SEY,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Joshua James Ross,M,23,185,83,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Claude G. Roumain,M,27,180,85,Haiti,HAI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Claude G. Roumain,M,30,180,85,Haiti,HAI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
"Stanley Rupert ""Stan"" Rowley",M,23,178,71,Australia,AUS,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,Bronze
"Lancelot Carrington ""Lance"" Royle",M,25,0,0,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Gusztv Rzsahegyi (Rosenberg-),M,23,0,0,Hungary,HUN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Huba Rozsnyai,M,21,173,68,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
"Kostiantyn Mykhailovych ""Kostia"" Rurak",M,22,179,79,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
"Kostiantyn Mykhailovych ""Kostia"" Rurak",M,26,179,79,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Ruslan Rusidze,M,26,180,76,Georgia,GEO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
"Henry Argue ""Hank"" Russell",M,23,185,77,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Knut Olof Edvard Russell,M,21,0,0,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Ronald E. Russell,M,22,182,73,United States Virgin Islands,ISV,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Ronald E. Russell,M,30,182,73,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Neil Ryan,M,28,0,0,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
"Theodorus Antoon ""Theo"" Saat",M,24,0,0,Netherlands,NED,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Sitthixay Sacpraseuth,M,33,165,60,Laos,LAO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Hamed Habib Sadeq,M,24,165,70,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Sean Nana A. K. Safo-Antwi,M,25,171,69,Ghana,GHA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
inasi ahingiray,M,22,0,0,Turkey,TUR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Jaysuma Saidy Ndure,M,20,191,73,Gambia,GAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Jaysuma Saidy Ndure,M,24,191,73,Norway,NOR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Jaysuma Saidy Ndure,M,28,191,73,Norway,NOR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Juan Luis Sainfleur Hernndez,M,22,175,75,Dominican Republic,DOM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Adam Hassan Sakak,M,27,165,70,Sudan,SUD,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Rytis Sakalauskas,M,25,185,83,Lithuania,LTU,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Aristidis Sakellariou,M,25,0,0,Greece,GRE,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Jihad Caissar Salame,M,26,176,73,Lebanon,LIB,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Aldo Salandra Bove,M,26,176,78,El Salvador,ESA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Antonio Manuel Salcedo,M,23,0,0,Philippines,PHI,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
D. Ali Salman,M,0,0,0,Iraq,IRQ,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Moustafa Kamel Salmi,M,23,175,73,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Emilio Vladimir Samayoa Oliva,M,20,171,60,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Samphon Mao,M,22,173,67,Cambodia,CAM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Levan Sanadze,M,23,174,70,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Jos Domingo Snchez,M,25,0,0,Colombia,COL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Jos Luis Snchez Paraso,M,26,170,62,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Antonio Sande,M,27,0,0,Argentina,ARG,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Clive Sands,M,23,185,88,Bahamas,BAH,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
"Michael ""Mike"" Sands",M,19,183,76,Bahamas,BAH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
"Michael ""Mike"" Sands",M,23,183,76,Bahamas,BAH,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Nils Gottfrid Sandstrm,M,26,0,0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Eric Roy Sandstrom,M,25,174,65,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Julius Sang,M,22,175,69,Kenya,KEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Daniel Ren Claude Sangouma,M,27,187,84,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Arun Sankosik,M,27,0,0,Thailand,THA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Su Wai'bou Sanneh,M,17,167,80,Gambia,GAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Su Wai'bou Sanneh,M,21,167,80,Gambia,GAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Rafael Antonio Santos Cisneros,M,24,165,63,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Vladislav Vladimirovich Sapeya,M,25,174,73,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Toivo Kalervo Sariola,M,22,179,68,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Andrew Sartee,M,23,168,61,Liberia,LBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Alain Sarteur,M,26,177,77,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Kichizo Sasaki,M,24,0,0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Vitaly Anatolyevich Savin,M,22,184,95,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Vitaly Anatolyevich Savin,M,26,184,95,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Vitaly Anatolyevich Savin,M,30,184,95,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
"Friedrich ""Fritz"" Schedl",M,0,0,0,Austria,AUT,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Hartmut Schelter,M,25,176,73,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Poul Christian Schiang,M,19,0,0,Denmark,DEN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
William Anthony Schick,M,24,183,68,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Sren Schlegel,M,19,180,74,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Eugen Stahl Schmidt,M,34,0,0,Denmark,DEN,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Karl-Peter Schmidtke,M,22,171,67,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Georges Schmit,M,23,0,0,Luxembourg,LUX,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Willy Schneider,M,22,0,0,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Robert Schffthaler,M,0,0,0,Austria,AUT,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Jackson Volney Scholz,M,23,172,61,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Jackson Volney Scholz,M,27,172,61,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,Silver
"Erich Eduard ""Edi"" Schnecker",M,23,0,0,Austria,AUT,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Ern Schubert,M,18,0,0,Hungary,HUN,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Heinz Schumann,M,28,179,76,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Robert Schurrer,M,22,0,0,France,FRA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Richard Schwarz,M,22,0,0,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Francesco Scuderi,M,22,171,70,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
"Louis Joseph ""Lou"" Sebert",M,21,180,0,Canada,CAN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Charles-Louis Seck,M,19,167,70,Senegal,SEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Charles-Louis Seck,M,23,167,70,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Charles-Louis Seck,M,27,167,70,Senegal,SEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Fritz Seeger,M,24,0,0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
David Hugh Segal,M,19,179,67,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Amru Ibrahim Mostafa Seoud,M,26,178,70,Egypt,EGY,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
"Edgardo Antonio ""Tony"" Serpas Rodas",M,26,175,73,El Salvador,ESA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Juan Serrahima Bofill,M,22,0,0,Spain,ESP,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
"Alexandre Louis ""Alex"" Servais",M,24,0,0,Luxembourg,LUX,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Oto Seviko,M,0,0,0,Latvia,LAT,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
"Abdoulaye ""Abdou"" Sye Papa",M,26,174,68,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
Emad El-Din Shafei,M,20,0,0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Iftikhar Shah,M,20,168,65,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
Iftikhar Shah,M,24,168,65,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Mohammad Shamsuddin,M,20,175,60,Bangladesh,BAN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Robert Cameron Sharp,M,22,182,77,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
"Michael ""Mike"" Sharpe",M,20,176,72,Bermuda,BER,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
"Anthony ""Tony"" Sharpe",M,23,178,73,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Bothloko Shebe,M,20,178,65,Lesotho,LES,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Abdul Hadi Shekaib,M,20,178,68,Afghanistan,AFG,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
"Nathaniel Alden ""Nate"" Sherman",M,20,185,75,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
"Matthew ""Matt"" Shirvington",M,21,183,80,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Andrey Vadimovich Shlyapnikov,M,20,178,74,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
George Douglas Short,M,19,188,86,Canada,CAN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
Jimmy Sierra,M,19,170,64,Colombia,COL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Oddur Sigursson,M,21,181,70,Iceland,ISL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Ptur Fririk Sigursson,M,23,0,0,Iceland,ISL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Juris Silovs,M,25,177,80,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Carlos Silva Anguita,M,21,173,60,Chile,CHI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Odiya Silweya,M,25,172,70,Malawi,MAW,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Sim Deok-Seop,M,20,180,70,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Sim Deok-Seop,M,24,180,70,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Akani Simbine,M,22,176,74,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
"David William ""Dave"" Sime",M,24,189,81,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,Silver
Gabriel Simeon,M,20,0,0,Grenada,GRN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Gabriel Antonio Simn,M,25,170,65,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Pl Simon,M,16,182,76,Hungary,HUN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Gregory Simons,M,18,178,70,Bermuda,BER,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Youssouf Simpara,M,21,184,83,Mali,MLI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
George Sidney Simpson,M,23,180,75,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Yevgeny Palladyevich Sinyayev,M,20,178,79,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Kilakone Siphonexay,M,23,168,63,Laos,LAO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Jzsef Sr (Schier-),M,24,178,73,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Benjamin Sirimou,M,27,186,76,Cameroon,CMR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Kristian Henrik Rudolf Sjberg,M,21,0,0,Sweden,SWE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Georgios Skoutaridis,M,0,0,0,Greece,GRE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Henry Berry Slack,M,23,0,0,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Rolf Viktor Smedmark,M,26,183,71,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Andrew (-Saeed Abdul) Smith (-Qawee),M,24,178,79,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Calvin Smith,M,27,178,69,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,Bronze
Finis Dean Smith,M,20,180,72,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Jeffery Itzen Smith,M,21,181,77,Zambia,ZAM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
St. Clair Soleyne,M,20,170,68,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Soutsakhone Somninhom,M,22,163,60,Laos,LAO,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Kesevan Soon,M,18,0,0,Singapore,SGP,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Rondell Kelvin Sorillo,M,26,178,62,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Rondell Kelvin Sorillo,M,30,178,62,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Stanisaw Adam Sonicki,M,27,175,72,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Herman Sotaaen (-Naess),M,23,175,64,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Cludio Roberto de Sousa,M,26,168,72,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Javier Souza Daz,M,22,0,0,Mexico,MEX,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
August Emanuel Srensen,M,23,0,0,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Marinus Ludvig Srensen,M,22,0,0,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Joseph Ssali,M,20,167,63,Uganda,UGA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
"James Primrose ""Jimmy"" Stark",M,23,0,0,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Bjarni Stefnsson,M,21,180,70,Iceland,ISL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Bjarni Stefnsson,M,25,180,70,Iceland,ISL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Manfred Steinbach,M,23,182,73,Germany,GER,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Dieter-Jrgen Steinmann,M,26,180,74,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Ragnar Olof Jakob Stenberg,M,20,0,0,Finland,FIN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Knut Stenborg,M,18,0,0,Sweden,SWE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Rolf Christian Eckersberg Stenersen,M,21,183,0,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Lester Barber Stevens,M,24,0,0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Patrick Stevens,M,20,183,78,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Patrick Stevens,M,24,183,78,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Patrick Stevens,M,28,183,78,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
"Raymond Douglas ""Ray"" Stewart",M,19,178,73,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
"Raymond Douglas ""Ray"" Stewart",M,23,178,73,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
"Raymond Douglas ""Ray"" Stewart",M,27,178,73,Jamaica,JAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
"Raymond Douglas ""Ray"" Stewart",M,31,178,73,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Robinson David Stewart,M,20,185,70,Swaziland,SWZ,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
William Allen Stewart,M,22,0,0,Australasia,ANZ,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Vasilios Stournaras,M,0,0,0,Greece,GRE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Hans Lennart Olofsson Strandberg,M,21,187,75,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Walter Strebi,M,20,0,0,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Kareem Streete-Thompson,M,19,183,91,Cayman Islands,CAY,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Kareem Streete-Thompson,M,31,183,91,Cayman Islands,CAY,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Patrik Sten Ola Strenius (Johansson-),M,24,174,75,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Antnio Stromp,M,17,0,0,Portugal,POR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Robert Felix Struckl,M,18,0,0,Austria,AUT,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Norris Stubbs,M,19,173,68,Bahamas,BAH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Su Bingtian,M,22,173,70,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Su Bingtian,M,26,173,70,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Su Wen-Ho,M,22,172,67,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Su Wen-Ho,M,26,172,67,Chinese Taipei,TPE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Gerardo N. Suero Correa,M,22,177,65,Dominican Republic,DOM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Shingo Suetsugu,M,24,178,68,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Tatsuo Sugimoto,M,21,183,76,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Vladimir Georgiyevich Sukharev,M,28,179,76,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Adille Sumariwalla,M,21,168,67,India,IND,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Bruny Surin,M,25,180,81,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Bruny Surin,M,29,180,81,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Bruny Surin,M,33,180,81,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Erwin Heru Susanto,M,26,175,68,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
"Mervyn Ernest ""Bunoo"" Sutton",M,23,0,0,India,IND,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
